responseID,VCF0705
0,0
1,0
2,1
3,1
4,1
5,1
6,1
7,0
8,0
9,1
10,0
11,0
12,1
13,1
14,0
15,0
16,1
17,1
18,1
19,1
20,0
21,1
22,1
23,0
24,0
25,1
26,1
27,1
28,0
29,1
30,0
31,0
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,0
42,1
43,1
44,0
45,1
46,1
47,1
48,0
49,0
50,0
51,1
52,0
53,0
54,0
55,0
56,1
57,1
58,0
59,1
60,0
61,0
62,1
63,1
64,1
65,1
66,0
67,0
68,1
69,1
70,1
71,1
72,0
73,0
74,1
75,0
76,0
77,1
78,1
79,0
80,1
81,1
82,1
83,0
84,1
85,1
86,0
87,1
88,0
89,1
90,0
91,0
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,0
101,0
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,0
110,1
111,1
112,0
113,1
114,0
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,0
124,0
125,0
126,1
127,1
128,1
129,0
130,1
131,1
132,1
133,1
134,1
135,0
136,0
137,1
138,0
139,0
140,1
141,1
142,1
143,1
144,0
145,0
146,1
147,0
148,1
149,1
150,1
151,0
152,1
153,0
154,1
155,0
156,1
157,1
158,1
159,0
160,1
161,1
162,0
163,1
164,0
165,1
166,1
167,0
168,0
169,0
170,1
171,1
172,1
173,0
174,1
175,0
176,0
177,0
178,1
179,1
180,1
181,0
182,1
183,1
184,1
185,0
186,1
187,0
188,1
189,1
190,1
191,0
192,0
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,0
201,1
202,0
203,0
204,0
205,0
206,0
207,1
208,1
209,0
210,1
211,1
212,1
213,1
214,1
215,1
216,0
217,1
218,1
219,0
220,1
221,1
222,1
223,1
224,0
225,0
226,0
227,1
228,1
229,0
230,0
231,1
232,1
233,0
234,0
235,1
236,1
237,0
238,0
239,1
240,1
241,1
242,0
243,0
244,1
245,0
246,1
247,1
248,1
249,1
250,0
251,0
252,1
253,0
254,0
255,1
256,0
257,1
258,1
259,0
260,1
261,1
262,1
263,1
264,0
265,0
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,0
274,0
275,1
276,0
277,0
278,1
279,0
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,0
293,1
294,1
295,0
296,0
297,1
298,1
299,0
300,1
301,1
302,0
303,1
304,1
305,1
306,0
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,0
318,1
319,1
320,1
321,0
322,0
323,1
324,0
325,1
326,0
327,1
328,0
329,1
330,1
331,1
332,1
333,0
334,0
335,0
336,1
337,1
338,1
339,1
340,1
341,0
342,1
343,0
344,0
345,1
346,0
347,1
348,0
349,1
350,1
351,1
352,1
353,0
354,1
355,1
356,1
357,0
358,0
359,1
360,0
361,1
362,1
363,0
364,1
365,1
366,0
367,1
368,1
369,0
370,1
371,0
372,1
373,1
374,0
375,1
376,0
377,0
378,1
379,1
380,1
381,0
382,1
383,1
384,0
385,0
386,1
387,1
388,1
389,0
390,1
391,0
392,1
393,1
394,0
395,1
396,1
397,1
398,1
399,1
400,0
401,1
402,0
403,1
404,1
405,1
406,1
407,1
408,0
409,1
410,1
411,1
412,0
413,1
414,1
415,1
416,0
417,1
418,1
419,0
420,1
421,1
422,0
423,1
424,1
425,1
426,0
427,1
428,0
429,1
430,1
431,1
432,1
433,0
434,1
435,0
436,1
437,1
438,0
439,1
440,1
441,0
442,0
443,1
444,0
445,1
446,1
447,1
448,1
449,1
450,1
451,0
452,0
453,1
454,1
455,0
456,1
457,0
458,0
459,1
460,1
461,0
462,0
463,0
464,1
465,1
466,1
467,0
468,0
469,1
470,0
471,1
472,0
473,0
474,0
475,1
476,1
477,1
478,1
479,0
480,1
481,1
482,1
483,0
484,0
485,0
486,0
487,1
488,0
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,0
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,0
505,1
506,1
507,1
508,1
509,0
510,0
511,1
512,1
513,1
514,0
515,0
516,1
517,1
518,1
519,0
520,1
521,1
522,1
523,1
524,0
525,0
526,1
527,0
528,0
529,1
530,1
